n=20000
m=40000
from,to,cost
2177,3221,1
9851,2347,1
14129,8265,2
4714,10127,1
17272,1045,3
9287,17963,1
18214,13229,5
1271,4975,1
13781,18493,5
3457,1171,5
14119,11701,1
207,16556,5
17681,661,1
9457,4993,1
12113,12769,1
10626,8221,5
4057,8676,1
11406,14870,1
3193,17325,3
15835,2781,3
18146,10803,5
2811,15716,1
18054,1925,2
7631,9547,5
14491,4246,1
11733,10641,4
16651,13855,1
4801,13753,1
1567,19471,1
1721,3684,5
982,3465,2
19201,4729,2
4351,15966,1
4061,11501,4
10287,10271,5
13831,19941,1
5354,3903,1
15016,12579,1
9584,19351,3
18151,8278,5
10809,4752,1
19117,10623,2
19349,14457,1
11246,3486,4
14721,19353,2
4061,13833,4
9963,19573,3
10145,16764,5
12871,9828,3
11140,16939,1
10481,15812,1
12568,19361,1
17501,6851,1
1049,16586,3
11265,12288,1
7202,3079,2
5139,8442,2
12263,1295,1
9769,19264,5
19612,5428,1
17361,5445,3
14729,1616,2
1253,6497,4
17459,3585,2
5426,1921,1
6405,1189,5
9985,5687,4
5193,18526,3
6201,11497,5
3406,7116,2
13473,18606,2
15656,19927,4
401,15681,3
12665,892,4
3969,7556,3
16033,18042,3
8682,5723,2
7791,17481,1
2431,4425,1
2605,12853,4
7969,12972,3
7929,2529,1
16313,19477,3
18340,18369,3
17817,4443,2
5761,19207,4
12145,19081,2
17103,3173,5
15205,12623,2
19947,14101,1
19413,14123,3
19161,5618,4
11841,5993,5
18199,1521,5
12801,9905,2
17223,551,1
13881,11376,2
3435,16806,4
9471,5334,4
19405,14536,2
15425,8881,4
14829,5301,1
18221,11388,4
7194,15561,2
10976,7441,1
15161,5361,5
12780,5285,2
5049,1601,4
14965,19922,1
16729,439,3
1001,4255,4
12160,9114,3
4849,4039,2
7263,7940,1
5319,10621,5
18721,6330,5
6269,9755,5
7213,19008,4
15827,14971,1
10302,16710,5
12957,13774,3
11401,13067,1
12301,19231,2
11731,9111,1
10261,13565,1
15551,11559,5
19621,12617,5
2159,6041,1
3205,19541,1
6849,10401,2
5249,17631,1
17669,15619,2
4506,1451,4
11493,6952,2
9876,9232,2
9097,15945,4
5825,3873,4
3417,8473,1
15698,17181,3
4313,16559,3
11063,8167,2
5969,8981,4
18706,15541,1
6366,4225,5
15737,15339,1
3549,13755,1
17973,12808,1
16973,6745,3
16741,17233,4
2569,11657,4
18621,2034,2
417,15847,5
13921,11175,1
10632,7956,5
2623,16860,5
5510,9345,2
18221,16615,2
17811,1901,4
11761,19793,4
14822,4021,4
16225,11597,1
2452,5459,1
14133,6506,1
5955,12757,4
9919,11874,3
17701,835,5
15181,14185,4
15675,12436,5
15829,4036,3
4251,19425,2
19383,2451,1
12225,19497,1
191,19578,1
3404,1277,1
11941,15391,5
8437,9841,2
8145,17589,3
7851,11904,5
2382,5589,2
18593,13951,1
4841,4582,3
18423,5893,1
16217,18037,5
3998,12241,5
14029,14351,4
19465,2574,1
12379,6587,5
15924,4993,5
13220,15633,1
19183,16579,3
2006,17801,4
1977,11169,1
6430,12873,3
467,4551,5
11645,2771,3
12620,5289,4
5832,1041,1
14521,9393,5
5493,4377,2
11162,14253,1
4417,17082,1
13137,16035,4
13261,8487,2
8341,19059,4
14038,4607,3
3321,13079,5
14110,6113,4
16501,7681,2
5149,2333,3
6495,7171,5
3111,9185,1
1458,3361,4
7023,3053,4
5585,5461,3
19388,2789,1
2721,17221,3
11549,3664,5
12917,14762,2
6761,3206,1
17713,4275,1
12132,1251,5
2965,10881,2
14068,1661,5
97,10639,1
4412,7926,4
1841,14866,5
17101,1010,1
14,2449,1
960,14381,1
13466,6633,3
18915,13877,3
6159,4595,1
6593,10961,2
16521,10661,3
2157,1043,2
2561,14721,2
18461,16193,1
13837,14905,1
10384,15447,2
11141,18213,2
9364,6167,1
16181,14954,1
5345,10461,1
18841,11105,5
5032,19816,1
898,13715,3
2021,539,1
9082,10538,2
4653,447,5
3485,9314,5
17887,19351,4
4561,10457,1
16057,11553,1
4959,277,1
2256,1287,4
14433,10701,1
14177,551,3
10584,2845,3
10113,14741,2
6346,6211,3
5303,16373,3
5765,3025,2
7233,19150,1
7107,9603,2
6574,13076,1
16091,5030,1
11376,142,1
2921,11865,3
11913,8641,2
9846,9599,5
2390,18641,3
14959,1689,2
3605,8302,1
961,17541,1
18572,18817,1
6501,14111,1
11876,10761,3
2660,225,5
7390,16537,1
6609,4465,5
7309,9157,3
1342,17305,2
19801,8577,2
13576,16016,4
59,14705,4
9839,16713,4
2989,12192,3
10711,3361,4
16126,8145,1
5967,17201,2
13793,12734,1
8139,10106,1
9275,4269,4
3261,15517,2
11321,14170,1
7732,18129,4
18401,16248,3
9333,17411,4
626,961,2
13793,13953,1
17675,10489,1
16869,2501,4
5361,10055,1
3751,14029,4
5904,9410,3
15901,6501,5
15800,10734,1
6391,7841,1
2937,12417,4
16384,19601,1
477,1611,2
7961,13255,5
14501,13245,2
17975,13410,1
7149,2657,1
3917,45,1
18947,7681,1
3025,8645,3
6077,19873,1
13067,1571,2
9923,471,2
2121,16711,4
12033,18943,1
7561,10801,4
12853,12739,3
11100,4670,1
505,11777,3
11323,12647,5
19961,19125,3
2805,13594,4
8670,19223,1
2607,17865,5
5114,993,5
17049,15364,3
17067,10205,1
11231,17299,4
8401,13247,1
11724,8713,1
9081,13237,1
17641,13941,1
14421,17745,1
7300,6454,3
4281,6315,1
15481,7035,1
6747,17,3
5201,455,1
16489,19745,4
4057,10568,2
531,1976,1
10513,7236,1
2821,14839,4
4124,16636,1
12985,17633,2
15823,4326,1
7273,15111,1
13306,13292,3
4931,16857,1
10121,12712,1
10133,10051,5
19551,5096,5
8209,10075,1
18529,13633,2
3257,14724,5
19566,3209,5
19363,18376,1
7991,11287,3
15766,5613,5
14905,12321,1
2335,1481,3
11345,2193,1
1251,15375,5
19579,15133,5
16155,18899,4
3461,10337,1
4217,17237,1
17902,11126,5
11611,11141,4
93,11899,1
15602,7862,2
18426,18629,3
9646,13887,1
12811,1369,4
14675,12224,1
19219,11685,2
7323,11477,5
5607,11457,2
17601,15749,2
8017,10180,5
10661,12801,3
4717,703,1
6401,18409,3
3429,10536,1
5776,1793,1
4511,3853,1
9329,8441,2
19337,16489,2
16071,16619,3
3252,11474,1
16101,2299,1
13649,19409,2
17441,18081,1
15783,987,1
5091,17041,1
17042,15169,2
10043,11001,2
11868,17877,3
9265,16216,1
11633,12433,1
4001,14501,3
14113,6765,4
5151,17912,5
18235,16531,3
17707,5425,1
5545,18433,5
6849,935,3
18616,19105,4
19363,180,2
14465,19533,1
13051,13535,1
15119,16257,4
16865,3877,3
1451,16499,2
19771,726,4
7681,97,5
975,2497,1
9089,5625,4
8782,3095,5
8953,14283,4
4221,8471,1
10665,17718,2
4896,14508,4
9596,4513,3
11165,7431,3
4806,326,1
12459,18520,2
15230,15033,2
7017,647,1
2218,6080,5
4509,16317,2
5191,12297,1
3251,19297,3
6496,18883,1
13241,2781,2
10203,16668,5
16657,5441,3
18927,9899,2
15969,17528,3
2991,1849,1
16467,7186,1
12698,5329,4
6731,7191,2
9864,17129,5
26,2533,3
17411,3541,5
9441,16501,2
9907,229,2
10785,11386,4
15161,19465,4
12813,1329,2
1622,5603,5
15046,17455,4
13793,18089,1
5023,685,5
5396,13939,4
3681,681,1
10820,16312,3
6401,14872,1
11905,4635,1
14937,9033,1
347,14535,5
14619,5550,5
10111,4671,1
18299,8601,1
2286,4265,1
9354,1065,1
7467,13041,5
5361,531,3
13251,17863,4
7361,11562,3
19299,19621,3
15163,10265,2
6469,13426,4
3851,7673,4
38,8163,1
8863,11410,1
2193,1378,1
14657,1513,4
14753,8897,1
18849,13041,1
3313,15745,4
2017,345,2
13687,2665,3
7663,4149,3
5175,3217,5
5089,8801,1
18301,16497,5
10530,19669,3
8408,10589,2
18376,4101,3
18243,7511,1
7297,19377,2
16297,4639,5
2777,4851,1
3105,3418,1
2542,19065,1
4681,5796,1
4513,3714,3
5111,11831,5
4324,7041,4
6201,13726,2
1343,11133,3
9470,7606,1
12620,19629,3
16626,13888,4
10085,4253,2
17106,10272,3
8017,6001,3
2592,8765,1
15265,5260,1
9489,6801,1
11703,15488,4
7617,2808,1
8821,9411,5
6595,16431,1
17073,5021,3
16423,15121,1
10091,14129,2
8828,19477,1
2031,19385,4
15391,8590,1
3049,17721,2
2729,8962,3
1357,11505,1
17653,13329,1
9375,7401,2
14133,15471,2
14080,15965,5
9481,15246,4
8221,14455,2
17594,4086,1
2657,6356,3
11337,10136,1
1512,3313,2
14657,2658,4
337,15353,1
10000,1521,1
1323,5929,2
17407,11139,4
6061,7835,1
7961,15263,1
18281,14907,1
7145,1510,5
11346,8409,1
16217,4641,5
14975,15849,1
391,15201,1
5741,8913,3
2801,12506,3
2809,15105,5
10995,7733,2
17669,18871,5
4185,2752,1
16601,6801,1
7507,6641,3
10129,10051,5
10309,18259,5
18001,18961,1
6081,5591,5
4772,11562,1
17121,19609,2
589,14321,4
8593,6075,1
12303,3028,2
16745,6497,1
11355,8899,2
8513,1535,3
732,251,5
2187,16106,1
3337,5629,4
19537,8779,2
7051,14763,3
7977,15441,1
6392,15141,5
11726,10433,5
12261,6385,1
9299,2799,3
16433,19278,3
6674,14461,1
1002,18623,5
17676,11280,1
14012,2145,1
13408,8321,3
8864,16934,1
8677,3051,5
355,9351,1
9096,18078,1
17699,3713,3
1490,17093,4
17283,4764,2
5475,14473,5
10703,14001,4
4152,19775,1
18399,8499,4
856,19795,1
14015,18709,4
14211,13318,4
8393,15799,4
13694,13129,3
19471,4471,2
3677,12815,4
10923,6007,1
12626,5901,3
14567,5420,1
15953,9623,4
13169,5121,5
13589,14321,2
8987,3835,4
3251,709,2
4649,7899,4
18256,5286,2
19401,13451,2
4918,5831,1
13291,10242,1
3183,19905,2
17521,3815,5
9863,14031,2
12946,13500,2
2569,5049,1
999,3821,2
3920,17571,5
15001,8837,1
5969,18214,4
15137,15789,4
6086,3664,4
15281,6421,1
9076,4539,5
10049,19665,4
5481,2239,5
7472,7057,5
6451,15376,5
6004,12091,2
3561,16617,2
9777,15131,1
3301,4012,5
10177,2037,2
16625,7897,4
19101,13377,4
11243,9585,4
16671,10697,1
8425,8045,1
1025,16289,2
5713,8747,3
5479,869,5
225,8394,2
18571,12883,1
17684,5549,2
7945,9895,1
4061,6963,2
1087,13061,1
13665,10469,1
9485,11987,3
4511,11601,1
17707,6241,5
18391,8051,3
4176,14749,4
8503,9113,3
16068,8935,1
6761,19131,1
11795,12001,5
18999,3526,4
18035,14119,2
1001,18470,1
8157,12994,4
18811,16599,1
14937,12401,4
14571,15507,1
12857,7887,4
1222,15557,4
12861,17577,5
14125,9000,3
13249,10093,3
1969,1761,1
407,15973,1
4386,5565,4
13811,11520,1
16960,10166,2
1273,4440,2
17575,9912,5
9561,9182,5
16189,10901,4
16207,17891,1
5445,7859,1
18176,1949,1
13271,206,3
6561,9881,1
14912,18129,1
16865,16100,1
5457,8517,5
16807,11271,1
19711,1767,2
12401,18051,1
17311,4724,1
12005,5239,2
6951,18586,3
17184,12624,5
16676,13877,3
18251,16953,1
17196,17941,1
12577,9276,4
7328,833,1
12286,13013,3
417,13255,3
2626,14146,3
11835,14853,1
4161,13343,4
15601,19678,2
6998,9409,2
13646,18849,1
19032,11337,2
1193,18466,4
2646,242,1
19905,12657,1
8674,18451,1
18986,11129,3
16957,761,1
2126,14541,1
13601,3481,2
13192,11281,2
6833,3324,1
797,8839,2
6032,616,3
6433,173,5
13352,4290,1
7881,1943,1
6522,14817,5
511,17345,3
6918,13800,2
10293,12071,1
5761,19296,1
7326,4709,3
17873,4491,5
12141,5552,4
6298,13001,1
14382,489,1
10556,14329,2
3255,12501,1
19001,4049,1
2306,3026,4
2233,14361,1
6011,6873,1
9351,15349,1
10372,16142,1
6527,11545,5
6671,19043,1
17721,18342,5
18711,1045,2
12111,10111,5
15177,17372,4
19161,14609,5
5017,12426,5
4414,10653,5
14865,18529,1
1301,3001,2
4529,19005,1
1769,2801,1
11745,9569,1
12753,18193,1
11035,16997,3
9275,141,1
4593,19396,4
12769,3897,1
9186,2385,1
10051,7604,4
15990,8806,4
1611,11393,5
17319,5281,1
16784,15796,1
31,6245,1
7222,17668,5
9976,16089,1
2345,17061,4
12551,1275,3
6197,12801,4
1657,5341,3
9641,18321,5
13285,6181,5
14301,1772,2
12487,17212,1
12369,7547,2
5809,4517,4
19033,8081,1
12821,15429,5
5816,10121,3
15905,17751,2
12601,1841,3
14521,12437,5
5041,6231,3
9083,7033,4
12406,4863,5
17373,7913,2
2969,2933,4
2457,5181,4
11802,9505,1
15267,4241,5
7329,5974,2
16311,16223,1
17687,6817,2
15489,3701,3
18135,15021,4
10351,6607,2
18941,9729,4
17104,18593,5
12231,4651,5
15111,12506,2
7565,8841,1
2982,7554,5
19126,10305,1
5649,6417,2
11885,10781,1
17833,6431,4
18971,17817,5
18481,5313,5
14537,611,1
16360,13655,3
8335,19617,1
17317,7243,4
729,12721,1
19993,15875,3
5941,12267,5
16529,2679,3
13825,17695,1
2943,7481,1
749,6424,3
5281,10346,1
5336,18978,3
8001,7523,5
6359,2770,1
18115,15537,1
7697,6571,4
5953,2085,1
6953,1877,2
19862,16696,4
7713,2576,1
1843,4573,1
1370,7495,1
9401,11717,1
17701,8661,1
3457,11243,1
16933,4343,5
8751,15823,2
12133,14833,1
11531,7237,5
18662,334,2
4441,10871,4
11254,10565,1
18777,19759,1
5201,13351,4
18911,12358,5
8353,10371,2
19723,11023,2
3842,1689,1
5645,9313,5
151,10881,1
7953,12657,1
8661,18178,4
11995,12435,1
2740,2256,1
1450,6923,5
14321,18223,2
19016,11121,1
15001,3485,5
4751,16755,2
18721,10891,1
695,18849,2
13345,1121,3
13733,3401,4
16711,8978,1
2689,17482,3
12068,8738,2
2689,8,2
5925,16151,2
12037,6847,5
8033,18379,1
17476,10799,5
7274,7661,1
6110,13087,5
18471,5254,4
3023,6806,5
6011,19176,1
1413,14221,1
1185,11169,5
16257,8931,3
13486,13802,5
2161,8545,1
2205,17628,5
15346,1730,5
3505,5,2
13349,10521,5
7653,2456,4
11393,18465,1
9411,13707,1
43,3051,1
12290,11021,3
3321,1124,4
3113,1465,4
14793,17585,1
18064,6311,2
7095,288,1
2711,4801,2
8351,251,4
16461,7643,4
4661,8640,5
4049,7408,5
17627,8481,1
6069,18421,2
19994,17459,2
12085,2447,4
1609,4901,1
14831,17487,1
2778,13581,2
7879,18383,2
7597,3353,5
7398,5889,1
9001,13091,4
13157,19461,1
10749,5557,1
3705,16913,3
12541,2885,2
9625,4401,1
7228,12536,1
13109,18779,1
18167,18939,3
2303,13033,1
10944,8943,3
2801,16501,2
19052,14409,1
3349,10441,4
3510,14353,2
9813,2019,5
12093,9453,1
14657,15330,1
10871,18102,3
11710,19212,3
12001,19067,5
7751,7769,2
13913,6139,3
9853,8705,3
15030,14382,2
19542,1224,1
17472,361,5
17515,10841,3
11176,11401,1
15083,9809,1
17361,4881,5
14971,10513,1
10091,15041,2
2659,9046,1
5468,14257,3
1411,2111,4
13761,4788,4
3025,9619,5
2761,8113,1
7184,19733,1
5240,7777,1
17021,13129,3
4513,14476,1
15717,15561,3
6839,3731,5
14987,19026,5
15873,1673,4
5730,2113,1
6799,14774,5
19910,2203,1
9621,2615,1
4033,9013,5
278,11576,3
10156,13669,1
6981,19700,4
9821,6466,1
15853,1275,2
13260,10802,4
17899,16289,2
16723,12341,5
9820,5467,2
9161,11129,3
7729,5601,2
16443,15551,2
13276,17212,4
7433,12733,4
6055,2721,2
19056,738,1
3696,9125,4
16003,6261,3
3953,5123,4
3041,10040,3
3830,16343,3
7047,16409,3
2781,1861,2
19323,1992,2
4023,9963,5
2579,19982,1
1251,7801,5
18621,15225,5
4063,8621,5
17243,16707,1
191,7134,1
16427,3793,4
10320,11553,1
9808,16843,3
11025,12556,4
9972,855,4
6357,15659,2
14606,526,3
205,17681,1
16477,7079,5
10783,4250,5
11025,5355,2
3345,2121,5
7721,10231,1
5641,10043,4
17576,18365,4
2825,14819,4
8776,4462,5
9801,10421,2
15066,15146,4
3836,18941,2
17005,6641,5
14586,5185,1
8564,5906,1
12855,11876,1
1776,1369,1
6546,10770,1
19825,2256,3
4620,14990,3
10761,6798,3
13529,16751,1
9745,7457,1
15201,14065,3
12401,16481,5
5953,13188,5
4499,10527,4
7996,9951,1
255,9289,2
15551,12785,1
7650,3007,2
3281,14241,4
6677,680,2
12865,5299,5
14449,17839,2
7001,8287,4
761,18164,2
9853,19065,1
8267,1390,2
3745,8027,4
17951,6577,4
15616,1501,1
19157,6379,1
19987,1648,1
17690,14871,1
15767,2437,1
12778,2129,1
1601,3183,4
16235,1113,2
8461,1950,1
14624,16241,4
15386,483,1
12257,10273,1
6077,1824,3
2137,19681,1
16647,4826,1
491,10905,1
11621,9121,5
7956,1625,2
15986,11004,5
17258,13697,1
921,9564,1
31,15617,5
2246,288,4
7011,155,4
1821,7367,5
6077,16085,1
9496,16813,5
645,5361,4
4928,585,3
19029,14522,1
2380,3347,3
13821,16341,1
5375,679,3
15329,12837,1
19321,4263,4
5216,19138,4
12281,19781,1
8526,5473,1
10617,17999,4
4987,8486,4
2817,17811,5
4286,7201,4
10646,10346,3
12501,13301,1
8765,17537,1
1546,13817,2
11200,2335,1
133,4761,3
13322,6557,1
16306,9105,3
17785,417,1
10431,16768,2
19937,10681,4
7031,2726,5
18987,10555,3
9355,13186,2
11561,15757,5
16726,787,5
9921,15601,1
16641,15642,2
5601,16961,2
11777,1161,1
833,18326,1
19809,8096,1
10227,4017,1
1576,14991,2
12175,19496,3
11296,15137,1
3330,1129,4
9927,131,1
7550,15440,3
11147,15744,2
4385,4001,1
19089,10610,2
14557,16069,4
4229,19229,4
6321,7413,3
18045,8108,2
2326,2786,2
3393,10058,2
9831,3122,2
11694,897,1
14076,830,1
14618,14141,2
6649,9053,3
10827,16673,4
10913,16235,4
10751,6895,4
13411,2502,3
14621,2737,1
19405,1985,3
14881,5183,2
7273,4821,1
10901,10235,2
7097,14765,1
12219,13985,5
11761,10577,2
9326,8846,1
17665,17721,1
8841,17417,1
4869,16489,1
1906,2040,2
4706,8001,1
17001,6585,3
14604,9505,5
1805,14665,1
9161,6931,2
12871,8169,1
6371,2321,4
3351,9667,4
6306,10357,1
17135,10931,5
551,14035,1
16753,10626,1
12041,12322,2
12521,12825,2
9693,8958,4
14367,421,3
10051,15141,5
17289,13370,4
12249,9151,1
15591,11066,3
7226,5202,2
2257,11937,2
6521,12946,1
13601,17071,5
4134,1353,1
1949,2981,2
11221,14033,1
3178,12365,5
15701,19296,2
17105,14551,4
5843,4837,4
19501,10967,1
2881,16982,5
11680,17319,2
5439,8484,1
9126,10965,1
13326,9953,3
17811,2551,1
9005,10448,1
12007,9053,5
2071,54,1
1553,5640,1
9687,18377,4
9989,3093,4
12069,15241,5
7573,14193,5
8773,8821,4
2961,3756,5
11329,16945,1
5550,11260,2
4033,12561,3
16801,18696,4
12051,4813,5
12989,18170,5
9221,7609,3
13391,449,5
13028,9464,2
155,5590,5
15923,5843,2
15609,4719,5
17554,1339,4
3048,9693,5
19148,1185,2
2372,13951,2
9721,19634,1
13833,15616,1
18941,16841,1
3709,11453,4
9453,2641,4
19869,3721,5
2247,19019,1
11830,16915,1
10518,19301,5
2053,11985,1
14859,18557,1
14813,11481,1
10581,11915,3
13305,10601,4
10525,10082,1
8474,11082,1
11221,8901,1
7457,10040,2
11919,17661,1
19426,19651,3
1001,18088,3
2050,6849,2
11485,19671,3
14292,16293,4
100,18784,2
16411,1133,1
7954,6445,1
8881,15737,2
2989,9068,4
11465,1277,2
462,5288,2
15868,5108,1
3481,17931,1
13581,10135,1
7673,3751,5
3923,16886,4
15381,17089,3
10876,8585,1
14376,16240,3
4149,17057,3
14291,2742,4
978,15893,5
16471,1301,1
12007,18475,3
4703,7921,1
6341,13097,4
19361,18976,3
16751,12478,1
3975,79,5
14957,5889,1
2829,1706,1
4113,1917,3
1945,15321,1
1617,19101,1
5574,8555,1
5025,19380,5
7697,17759,3
19935,16773,2
15910,1159,5
11778,14127,4
15010,19109,1
9105,19279,1
11802,12645,2
5441,11341,4
17941,319,4
9481,7518,1
19917,5069,1
19669,12453,3
2280,15900,1
14343,13569,2
19009,13401,3
19881,19433,4
12501,2207,4
2192,16209,2
16853,6491,1
15646,4569,5
5701,1281,1
635,9645,1
13857,17281,5
12392,4221,1
3113,5136,5
2051,18611,4
239,1689,1
6570,8212,3
12329,12241,2
13025,6384,1
13107,19041,2
4911,9745,4
13517,6135,3
8940,12461,5
13031,17387,4
12305,19230,1
9256,6248,5
19426,10437,1
13301,5901,3
13123,15723,1
3033,1865,2
14121,17378,4
2007,2465,1
8207,17509,4
3826,561,2
4439,11937,1
9897,19911,2
15011,6869,4
15992,16191,4
1859,10225,5
9216,13617,1
16297,15849,4
7655,9226,3
3245,12733,1
16835,13609,1
13207,13769,1
13481,8306,1
10738,8309,5
1581,14311,3
3151,12559,2
16369,19376,3
16708,18678,5
17718,5199,2
10671,6977,1
9683,3369,1
3943,19909,2
17161,14841,4
13681,4697,2
741,9337,5
2920,11405,3
19129,876,1
8451,3765,3
10193,13537,1
3053,3839,5
3532,10731,5
18539,11111,2
6527,8921,1
4233,8734,3
13791,19513,5
10330,11843,2
5745,1105,1
2801,5545,4
5793,11549,1
13271,18321,4
9934,9705,5
13155,7437,2
2305,3137,2
2497,18494,1
5565,4065,5
14493,5961,1
14801,4131,4
11814,4361,5
16013,18029,2
5302,3821,2
11271,3273,2
12138,4350,4
19345,315,2
19873,1581,2
10817,17280,3
263,12888,1
6509,18352,4
14068,1217,3
17498,14889,1
12040,4097,3
7929,14015,4
3422,18802,4
19386,12649,5
8376,16826,1
221,12977,1
14488,8129,3
2406,14252,1
17419,1249,2
15541,871,3
6611,19578,3
1777,18553,5
14317,12138,1
8951,7089,5
2109,9601,1
5960,18202,5
1601,19631,5
9569,7288,1
18695,17105,3
149,14262,1
16057,3412,3
10233,1705,5
11285,1525,1
13833,12495,1
13366,10012,1
6433,8749,1
13752,18016,2
8531,5485,5
12393,12625,1
15481,13226,3
17401,6403,1
433,18517,3
15307,2297,1
10601,5761,5
4821,13403,2
14651,18536,3
16825,18526,1
18187,801,3
13386,3373,1
18601,10043,2
16871,17365,5
19201,5191,5
11121,1819,1
17641,841,1
15876,541,3
6226,355,4
17532,14128,1
10986,8800,1
14726,885,5
3335,4479,5
2011,11087,1
12747,10601,3
8966,1089,1
14252,8851,3
301,19717,1
3009,8837,1
15879,2108,1
2814,7888,3
11673,19843,5
16289,1411,1
15391,15501,1
15271,11841,2
5621,4781,1
8541,3126,4
18967,10786,1
19475,1139,1
16371,7473,4
1771,1209,1
14197,8198,1
13771,18601,2
305,10261,1
17260,11577,2
4037,4612,1
11073,9835,3
11803,19948,3
8207,10494,4
9357,12079,5
15981,12356,3
3833,12675,4
4971,5644,2
13381,18465,1
2881,533,4
19726,10351,4
14465,6505,1
2547,11750,2
3867,11195,3
8563,16619,4
11029,5489,4
3925,5207,5
